date,tickets,WindSpeed,Precipitation,Snow,Temperature,holidays,weekdays,pickup
2016-01-09,22408.0,8.05,0.0,0.0,43.5,0,1,152489.0
2016-01-10,8064.0,9.84,1.8,0.0,49.5,0,0,144825.0
2016-01-11,31763.0,10.51,0.0,0.0,33.0,0,0,116412.0
2016-01-12,33477.0,6.04,0.0,0.0,34.5,0,1,122337.0
2016-01-13,28949.0,9.84,0.0,0.0,26.0,0,1,141505.0
2016-01-14,33696.0,4.92,0.0,0.0,30.0,0,1,144410.0
2016-01-15,33137.0,5.14,0.0,0.0,42.5,0,1,148970.0
2016-01-16,20988.0,6.71,0.24,0.0,47.0,0,1,163417.0
2016-01-17,8199.0,5.59,0.05,0.4,36.0,0,0,160090.0
2016-01-18,22000.0,11.86,0.0,0.0,24.5,1,0,134144.0
2016-01-19,31975.0,10.96,0.0,0.0,22.0,1,0,150510.0
2016-01-20,29786.0,5.59,0.0,0.0,32.0,0,1,140895.0
2016-01-21,34894.0,6.04,0.0,0.0,31.0,0,1,153327.0
2016-01-22,31676.0,6.49,0.01,0.2,25.5,0,1,171308.0
2016-01-23,320.0,15.66,2.31,27.3,25.5,0,1,52749.0
2016-01-24,941.0,5.82,0.0,0.0,27.5,0,0,98057.0
2016-01-25,3003.0,3.36,0.0,0.0,33.5,0,0,135191.0
2016-01-26,13315.0,6.49,0.0,0.0,43.0,0,1,139738.0
2016-01-27,21939.0,6.71,0.0,0.0,40.5,0,1,141384.0
2016-01-28,26752.0,4.47,0.0,0.0,37.0,0,1,152003.0
2016-01-29,27156.0,7.83,0.0,0.0,35.5,0,1,180785.0
2016-01-30,20602.0,6.93,0.0,0.0,33.5,0,1,205004.0
2016-01-31,8863.0,5.14,0.0,0.0,46.0,0,0,166470.0
2016-02-01,34346.0,5.82,0.01,0.0,51.5,0,0,121942.0
2016-02-02,36389.0,3.58,0.0,0.0,44.0,0,1,128675.0
2016-02-03,26233.0,6.49,0.73,0.0,50.5,0,1,159441.0
2016-02-04,36151.0,5.82,0.0,0.0,51.5,0,1,153547.0
2016-02-05,17084.0,8.28,0.53,2.5,37.5,0,1,181014.0
2016-02-06,19083.0,5.59,0.0,0.0,35.0,0,1,193813.0
2016-02-07,7774.0,5.37,0.0,0.0,40.0,0,0,169000.0
2016-02-08,23176.0,10.51,0.05,0.1,33.5,0,0,131115.0
2016-02-09,34201.0,4.03,0.0,0.0,31.5,0,1,137600.0
2016-02-10,29035.0,5.82,0.01,0.0,35.0,0,1,150399.0
2016-02-11,33158.0,10.07,0.0,0.0,24.5,0,1,182679.0
2016-02-12,19548.0,6.71,0.0,0.0,21.0,0,1,198902.0
2016-02-13,18321.0,12.3,0.0,0.0,14.0,0,1,238826.0
2016-02-14,6654.0,6.26,0.0,0.0,7.0,0,0,221110.0
2016-02-15,21464.0,5.37,0.44,1.4,24.0,1,0,153373.0
2016-02-16,29508.0,7.83,1.01,0.0,44.5,1,0,150059.0
2016-02-17,31176.0,7.38,0.0,0.0,37.0,0,1,145591.0
2016-02-18,34865.0,7.16,0.0,0.0,31.5,0,1,163844.0
2016-02-19,33153.0,5.37,0.0,0.0,31.5,0,1,179820.0
2016-02-20,20923.0,7.38,0.0,0.0,50.0,0,1,190703.0
2016-02-21,8373.0,4.92,0.03,0.0,49.5,0,0,164014.0
2016-02-22,32262.0,5.14,0.0,0.0,45.0,0,0,124791.0
2016-02-23,31346.0,14.54,0.3,0.0,37.5,0,1,166118.0
2016-02-24,23835.0,10.51,1.22,0.0,48.0,0,1,179204.0
2016-02-25,35631.0,8.95,0.02,0.0,49.0,0,1,165416.0
2016-02-26,32494.0,8.72,0.0,0.0,33.0,0,1,184361.0
2016-02-27,21800.0,6.04,0.0,0.0,33.5,0,1,199406.0
2016-02-28,9244.0,7.38,0.0,0.0,49.0,0,0,163070.0
2016-02-29,32341.0,8.5,0.05,0.0,54.0,0,0,129507.0
2016-03-01,37443.0,7.61,0.0,0.0,45.5,0,1,135403.0
2016-03-02,32780.0,10.51,0.14,0.0,42.0,0,1,153784.0
2016-03-03,34360.0,5.82,0.0,0.0,31.0,0,1,163446.0
2016-03-04,25785.0,8.72,0.11,0.4,34.5,0,1,188670.0
2016-03-05,22716.0,4.25,0.0,0.0,34.5,0,1,204005.0
2016-03-06,9802.0,3.36,0.0,0.0,38.0,0,0,170123.0
2016-03-07,32045.0,7.83,0.0,0.0,48.0,0,0,126613.0
2016-03-08,35934.0,3.36,0.0,0.0,57.0,0,1,135586.0
2016-03-09,32250.0,2.24,0.0,0.0,60.5,0,1,138560.0
2016-03-10,35151.0,4.92,0.0,0.0,71.0,0,1,155697.0
2016-03-11,32418.0,6.04,0.06,0.0,58.0,0,1,173483.0
2016-03-12,22805.0,5.14,0.0,0.0,49.5,0,1,197265.0
2016-03-13,8637.0,3.58,0.0,0.0,56.0,0,0,159190.0
2016-03-14,26613.0,14.09,0.29,0.0,45.5,0,0,155829.0
2016-03-15,34782.0,5.37,0.0,0.0,50.5,0,1,139754.0
2016-03-16,31660.0,3.58,0.02,0.0,56.5,0,1,149650.0
2016-03-17,32384.0,4.92,0.0,0.0,54.0,0,1,163190.0
2016-03-18,32830.0,8.72,0.0,0.0,49.5,0,1,176618.0
2016-03-19,21013.0,5.14,0.0,0.0,41.0,0,1,199054.0
2016-03-20,8016.0,9.62,0.07,0.0,37.5,0,0,172552.0
2016-03-21,26371.0,8.05,0.06,0.5,41.0,0,0,131082.0
2016-03-22,34177.0,6.93,0.0,0.0,45.5,0,1,138194.0
2016-03-23,31544.0,6.04,0.0,0.0,59.5,0,1,148069.0
2016-03-24,29851.0,9.17,0.0,0.0,49.5,0,1,166818.0
2016-03-25,26950.0,3.8,0.04,0.0,58.0,0,1,172930.0
2016-03-26,20429.0,6.49,0.0,0.0,46.5,0,1,190547.0
2016-03-27,6988.0,5.59,0.0,0.0,49.0,0,0,162592.0
2016-03-28,27575.0,10.07,0.38,0.0,52.0,0,0,137608.0
2016-03-29,32229.0,11.63,0.0,0.0,46.5,0,1,139036.0
2016-03-30,30523.0,5.37,0.0,0.0,46.5,0,1,147140.0
2016-03-31,34142.0,6.71,0.0,0.0,61.0,0,1,157256.0
2016-04-01,31923.0,6.71,0.02,0.0,70.0,0,1,178004.0
2016-04-02,21287.0,4.92,0.16,0.0,55.0,0,1,206965.0
2016-04-03,8450.0,12.75,0.09,0.0,42.0,0,0,180622.0
2016-04-04,25825.0,7.16,0.47,0.0,37.0,0,0,163423.0
2016-04-05,33949.0,8.28,0.0,0.0,34.5,0,1,161810.0
2016-04-06,30253.0,6.04,0.0,0.0,39.0,0,1,161727.0
2016-04-07,32556.0,6.93,0.09,0.0,53.0,0,1,175465.0
2016-04-08,33292.0,7.16,0.01,0.0,45.0,0,1,192141.0
2016-04-09,20410.0,6.49,0.11,0.0,39.5,0,1,229860.0
2016-04-10,8819.0,4.92,0.0,0.0,40.5,0,0,179170.0
2016-04-11,30072.0,6.93,0.01,0.0,54.0,0,0,137762.0
2016-04-12,30576.0,5.82,0.2,0.0,52.0,0,1,154089.0
2016-04-13,30111.0,4.47,0.0,0.0,49.0,0,1,153597.0
2016-04-14,32664.0,6.49,0.0,0.0,52.5,0,1,171785.0
2016-04-15,32303.0,3.8,0.0,0.0,53.5,0,1,189988.0
2016-04-16,20877.0,4.92,0.0,0.0,55.5,0,1,214208.0
2016-04-17,8681.0,2.91,0.0,0.0,59.5,0,0,176096.0
2016-04-18,29672.0,3.8,0.0,0.0,66.5,0,0,133692.0
2016-04-19,32147.0,7.61,0.0,0.0,64.0,0,1,141540.0
2016-04-20,30787.0,6.04,0.0,0.0,59.0,0,1,153015.0
2016-04-21,31556.0,5.59,0.0,0.0,61.0,0,1,162297.0
2016-04-22,28797.0,4.25,0.0,0.0,70.5,0,1,170188.0
2016-04-23,17330.0,7.16,0.16,0.0,62.5,0,1,190180.0
2016-04-24,7638.0,5.82,0.0,0.0,57.5,0,0,165618.0
2016-04-25,30025.0,4.03,0.0,0.0,59.5,0,0,125383.0
2016-04-26,31654.0,7.16,0.24,0.0,53.5,0,1,143310.0
2016-04-27,30121.0,4.25,0.0,0.0,54.0,0,1,143991.0
2016-04-28,27772.0,4.7,0.0,0.0,53.5,0,1,163694.0
2016-04-29,26549.0,5.82,0.05,0.0,51.5,0,1,185909.0
2016-04-30,19672.0,5.82,0.0,0.0,55.5,0,1,198225.0
2016-05-01,6955.0,4.92,0.16,0.0,48.0,0,0,178913.0
2016-05-02,30125.0,2.24,0.04,0.0,52.5,0,0,140803.0
2016-05-03,32642.0,6.04,0.61,0.0,53.5,0,1,172531.0
2016-05-04,30685.0,8.72,0.01,0.0,50.0,0,1,176893.0
2016-05-05,30717.0,8.28,0.0,0.0,51.5,0,1,196536.0
2016-05-06,29386.0,7.83,0.54,0.0,51.0,0,1,237386.0
2016-05-07,21512.0,4.47,0.0,0.0,54.0,0,1,219078.0
2016-05-08,7567.0,4.7,0.16,0.0,57.5,0,0,185052.0
2016-05-09,31369.0,5.14,0.0,0.0,62.0,0,0,134171.0
2016-05-10,35224.0,4.92,0.0,0.0,56.5,0,1,149105.0
2016-05-11,30631.0,2.46,0.0,0.0,63.0,0,1,155720.0
2016-05-12,33328.0,3.36,0.0,0.0,68.0,0,1,174428.0
2016-05-13,28572.0,0.0,0.25,0.0,61.0,0,1,203395.0
2016-05-14,19961.0,0.0,0.0,0.0,64.5,0,1,216807.0
2016-05-15,7074.0,0.0,0.0,0.0,52.5,0,0,197738.0
2016-05-16,30591.0,0.0,0.0,0.0,54.5,0,0,148508.0
2016-05-17,33197.0,3.8,0.0,0.0,58.0,0,1,164731.0
2016-05-18,27813.0,0.0,0.0,0.0,60.0,0,1,171103.0
2016-05-19,32275.0,1.34,0.0,0.0,63.5,0,1,179197.0
2016-05-20,30436.0,4.47,0.0,0.0,64.5,0,1,188049.0
2016-05-21,18625.0,3.8,0.04,0.0,60.0,0,1,215449.0
2016-05-22,6614.0,3.58,0.09,0.0,61.0,0,0,175618.0
2016-05-23,28380.0,2.46,0.02,0.0,67.0,0,0,134240.0
2016-05-24,30203.0,2.01,0.18,0.0,65.5,0,1,151598.0
2016-05-25,27283.0,4.25,0.0,0.0,74.5,0,1,156369.0
2016-05-26,30836.0,3.58,0.0,0.0,79.5,0,1,164558.0
2016-05-27,19541.0,3.8,0.0,0.0,80.0,0,1,175117.0
2016-05-28,11083.0,4.47,0.0,0.0,81.5,0,1,186150.0
2016-05-29,4010.0,4.92,0.0,0.0,78.5,0,0,165498.0
2016-05-30,3502.0,3.13,1.65,0.0,75.0,1,0,137954.0
2016-05-31,20989.0,3.13,0.0,0.0,78.0,1,0,139187.0
2016-06-01,20514.0,6.04,0.0,0.0,74.5,0,1,150797.0
2016-06-02,22616.0,4.7,0.0,0.0,70.0,0,1,166895.0
2016-06-03,21363.0,1.34,0.04,0.0,66.5,0,1,185371.0
2016-06-04,13381.0,2.46,0.4,0.0,74.5,0,1,208998.0
2016-06-05,4801.0,3.36,0.91,0.0,68.0,0,0,185487.0
2016-06-06,20188.0,5.59,0.0,0.0,74.0,0,0,149360.0
2016-06-07,22000.0,5.14,0.0,0.0,74.5,0,1,166731.0
2016-06-08,17171.0,7.61,0.45,0.0,59.5,0,1,191517.0
2016-06-09,24294.0,8.95,0.0,0.0,62.5,0,1,181962.0
2016-06-10,22071.0,5.37,0.0,0.0,67.0,0,1,190106.0
2016-06-11,12555.0,3.36,0.0,0.0,73.5,0,1,215809.0
2016-06-12,5088.0,8.05,0.0,0.0,72.5,0,0,187025.0
2016-06-13,17570.0,7.38,0.0,0.0,65.5,0,0,143676.0
2016-06-14,21932.0,4.25,0.0,0.0,68.5,0,1,159971.0
2016-06-15,20175.0,2.46,0.0,0.0,73.5,0,1,173911.0
2016-06-16,21064.0,1.79,0.22,0.0,69.5,0,1,190019.0
2016-06-17,20585.0,4.7,0.0,0.0,70.5,0,1,190302.0
2016-06-18,12315.0,2.68,0.0,0.0,74.0,0,1,203587.0
2016-06-19,5761.0,2.91,0.0,0.0,77.0,0,0,174956.0
2016-06-20,19766.0,3.13,0.0,0.0,74.0,0,0,143434.0
2016-06-21,22076.0,4.92,0.0,0.0,79.5,0,1,159961.0
2016-06-22,20836.0,4.03,0.0,0.0,77.0,0,1,171850.0
2016-06-23,22042.0,2.01,0.0,0.0,76.0,0,1,185866.0
2016-06-24,21720.0,6.26,0.0,0.0,75.5,0,1,197855.0
2016-06-25,13073.0,3.58,0.0,0.0,75.0,0,1,223604.0
2016-06-26,5511.0,2.46,0.0,0.0,77.0,0,0,192488.0
2016-06-27,19551.0,4.92,0.45,0.0,75.0,0,0,162851.0
2016-06-28,31664.0,3.58,0.12,0.0,72.0,0,1,168293.0
2016-06-29,30273.0,2.24,0.01,0.0,75.0,0,1,170090.0
2016-06-30,33003.0,2.91,0.0,0.0,76.0,0,1,165373.0
2016-07-01,30718.0,3.36,0.83,0.0,72.5,0,1,188305.0
2016-07-02,18787.0,5.37,0.0,0.0,69.5,0,1,170031.0
2016-07-03,7035.0,3.13,0.0,0.0,71.0,0,0,160218.0
2016-07-04,4974.0,3.13,0.49,0.0,75.0,1,0,139144.0
2016-07-05,23229.0,2.91,0.66,0.0,77.5,1,0,142684.0
2016-07-06,23087.0,2.46,0.0,0.0,83.0,0,1,152075.0
2016-07-07,25566.0,2.01,0.04,0.0,83.0,0,1,175450.0
2016-07-08,23587.0,5.37,0.08,0.0,76.5,0,1,193388.0
2016-07-09,15167.0,4.03,0.53,0.0,68.5,0,1,211023.0
2016-07-10,6504.0,4.25,0.0,0.0,73.0,0,0,183095.0
2016-07-11,23720.0,3.36,0.0,0.0,73.0,0,0,150417.0
2016-07-12,25990.0,4.25,0.0,0.0,75.0,0,1,164765.0
2016-07-13,24070.0,4.7,0.0,0.0,78.0,0,1,192248.0
2016-07-14,26789.0,2.91,0.62,0.0,80.5,0,1,202296.0
2016-07-15,25291.0,4.47,0.0,0.0,83.5,0,1,213843.0
2016-07-16,15064.0,4.25,0.0,0.0,82.5,0,1,230359.0
2016-07-17,6806.0,2.68,0.0,0.0,82.0,0,0,201050.0
2016-07-18,23028.0,5.82,0.35,0.0,82.5,0,0,170849.0
2016-07-19,28674.0,4.92,0.0,0.0,78.0,0,1,171402.0
2016-07-20,26292.0,3.13,0.0,0.0,76.5,0,1,183226.0
2016-07-21,27433.0,5.14,0.0,0.0,80.5,0,1,198216.0
2016-07-22,26758.0,6.49,0.0,0.0,84.0,0,1,225185.0
2016-07-23,16870.0,4.92,0.0,0.0,88.0,0,1,239201.0
2016-07-24,7518.0,4.03,0.0,0.0,84.5,0,0,205244.0
2016-07-25,21462.0,3.36,1.0,0.0,83.0,0,0,186098.0
2016-07-26,27405.0,4.25,0.0,0.0,80.5,0,1,179186.0
2016-07-27,24222.0,2.01,0.0,0.0,82.5,0,1,187464.0
2016-07-28,28210.0,3.13,0.0,0.0,85.0,0,1,201713.0
2016-07-29,25231.0,4.25,1.09,0.0,77.0,0,1,226095.0
2016-07-30,15646.0,3.58,0.25,0.0,78.5,0,1,247983.0
2016-07-31,6569.0,4.25,1.08,0.0,74.5,0,0,206795.0
2016-08-01,25161.0,4.92,0.0,0.0,74.5,0,0,162422.0
2016-08-02,28792.0,6.93,0.0,0.0,73.5,0,1,169200.0
2016-08-03,27188.0,2.91,0.0,0.0,73.0,0,1,176653.0
2016-08-04,30532.0,2.01,0.0,0.0,74.0,0,1,188351.0
2016-08-05,27573.0,3.8,0.0,0.0,76.0,0,1,204606.0
2016-08-06,13547.0,5.14,0.05,0.0,79.5,0,1,221405.0
2016-08-07,7980.0,4.03,0.0,0.0,78.0,0,0,194421.0
2016-08-08,25601.0,1.34,0.0,0.0,78.5,0,0,155109.0
2016-08-09,29201.0,2.68,0.0,0.0,79.0,0,1,167083.0
2016-08-10,25481.0,4.03,0.09,0.0,80.5,0,1,186596.0
2016-08-11,27591.0,4.47,0.15,0.0,82.5,0,1,208435.0
2016-08-12,26451.0,5.14,0.32,0.0,83.0,0,1,224811.0
2016-08-13,14175.0,4.03,0.0,0.0,88.5,0,1,234735.0
2016-08-14,7045.0,3.8,0.06,0.0,86.0,0,0,203044.0
2016-08-15,21098.0,2.91,0.0,0.0,84.5,0,0,164319.0
2016-08-16,29037.0,4.03,0.11,0.0,82.5,0,1,181849.0
2016-08-17,26981.0,5.37,0.01,0.0,81.0,0,1,185912.0
2016-08-18,29051.0,1.57,0.03,0.0,78.5,0,1,193732.0
2016-08-19,26562.0,2.24,0.01,0.0,81.0,0,1,206646.0
2016-08-20,15575.0,4.7,0.82,0.0,76.5,0,1,216605.0
2016-08-21,6765.0,4.25,0.31,0.0,79.5,0,0,201546.0
2016-08-22,25483.0,5.82,0.0,0.0,72.0,0,0,154593.0
2016-08-23,28893.0,1.79,0.0,0.0,71.5,0,1,162283.0
2016-08-24,25825.0,0.0,0.0,0.0,78.0,0,1,174946.0
2016-08-25,34938.0,0.0,0.01,0.0,77.5,0,1,189061.0
2016-08-26,33005.0,0.0,0.0,0.0,82.5,0,1,206481.0
2016-08-27,20120.0,2.68,0.0,0.0,81.0,0,1,233622.0
2016-08-28,8341.0,2.46,0.0,0.0,80.5,0,0,211647.0
2016-08-29,30618.0,5.37,0.0,0.0,82.5,0,0,163946.0
2016-08-30,34152.0,3.13,0.0,0.0,77.5,0,1,164094.0
2016-08-31,30476.0,3.36,0.0,0.0,81.5,0,1,185499.0
2016-09-01,33787.0,1.79,0.5,0.0,74.0,0,1,204901.0
2016-09-02,34447.0,6.04,0.0,0.0,73.5,0,1,206950.0
2016-09-03,21107.0,6.71,0.0,0.0,70.5,0,1,226665.0
2016-09-04,7706.0,6.71,0.0,0.0,72.5,0,0,218518.0
2016-09-05,5280.0,7.61,0.0,0.0,74.5,1,0,188596.0
2016-09-06,37130.0,9.62,0.0,0.0,75.5,1,0,179882.0
2016-09-07,32923.0,6.49,0.0,0.0,78.0,0,1,192858.0
2016-09-08,33580.0,2.68,0.0,0.0,80.0,0,1,217244.0
2016-09-09,31486.0,3.8,0.22,0.0,83.0,0,1,249420.0
2016-09-10,21762.0,4.03,0.0,0.0,82.0,0,1,290917.0
2016-09-11,8421.0,5.82,0.0,0.0,75.0,0,0,238817.0
2016-09-12,23174.0,4.25,0.0,0.0,70.0,0,0,174900.0
2016-09-13,28379.0,4.03,0.0,0.0,73.5,0,1,183385.0
2016-09-14,28445.0,4.92,0.56,0.0,79.0,0,1,203027.0
2016-09-15,36960.0,4.92,0.0,0.0,67.5,0,1,215049.0
2016-09-16,35201.0,2.68,0.0,0.0,67.0,0,1,245179.0
2016-09-17,22832.0,3.36,0.0,0.0,68.0,0,1,278033.0
2016-09-18,8501.0,3.58,0.0,0.0,76.0,0,0,241154.0
2016-09-19,23462.0,2.46,0.68,0.0,72.5,0,0,173612.0
2016-09-20,32402.0,2.24,0.0,0.0,75.0,0,1,178330.0
2016-09-21,28822.0,3.8,0.0,0.0,76.0,0,1,182850.0
2016-09-22,31433.0,2.46,0.0,0.0,75.5,0,1,202043.0
2016-09-23,29649.0,1.79,0.01,0.0,75.5,0,1,229401.0
2016-09-24,21661.0,5.14,0.2,0.0,64.5,0,1,275391.0
2016-09-25,9033.0,2.91,0.0,0.0,62.0,0,0,231467.0
2016-09-26,32397.0,4.47,0.0,0.0,64.0,0,0,175019.0
2016-09-27,34821.0,3.13,0.22,0.0,69.0,0,1,187446.0
2016-09-28,32102.0,8.05,0.0,0.0,62.5,0,1,208916.0
2016-09-29,35140.0,11.18,0.0,0.0,60.5,0,1,222555.0
2016-09-30,28349.0,9.62,0.4,0.0,57.5,0,1,259234.0
2016-10-01,23917.0,7.61,0.0,0.0,59.0,0,1,258838.0
2016-10-02,9372.0,2.68,0.0,0.0,60.0,0,0,223474.0
2016-10-03,28764.0,2.24,0.0,0.0,66.0,0,0,160288.0
2016-10-04,31928.0,7.61,0.0,0.0,64.5,0,1,166070.0
2016-10-05,32828.0,4.7,0.0,0.0,60.0,0,1,195207.0
2016-10-06,34393.0,2.01,0.0,0.0,64.0,0,1,219657.0
2016-10-07,33865.0,2.46,0.0,0.0,66.0,0,1,226423.0
2016-10-08,20711.0,2.01,0.23,0.0,63.0,0,1,276793.0
2016-10-09,6870.0,7.38,0.55,0.0,58.0,0,0,242565.0
2016-10-10,20917.0,4.7,0.0,0.0,55.5,1,0,166597.0
2016-10-11,34236.0,3.58,0.0,0.0,54.5,1,0,170830.0
2016-10-12,28489.0,1.12,0.0,0.0,59.5,0,1,169130.0
2016-10-13,34055.0,2.91,0.0,0.0,60.0,0,1,214008.0
2016-10-14,32517.0,4.7,0.0,0.0,54.5,0,1,237226.0
2016-10-15,22306.0,3.13,0.0,0.0,55.0,0,1,274358.0
2016-10-16,8752.0,4.03,0.0,0.0,61.0,0,0,237777.0
2016-10-17,25649.0,2.68,0.0,0.0,72.0,0,0,175888.0
2016-10-18,29125.0,4.03,0.0,0.0,74.0,0,1,187892.0
2016-10-19,31611.0,4.47,0.0,0.0,75.0,0,1,206717.0
2016-10-20,35117.0,6.26,0.0,0.0,66.0,0,1,224611.0
2016-10-21,26037.0,2.24,1.11,0.0,63.0,0,1,267325.0
2016-10-22,20488.0,10.51,0.29,0.0,52.0,0,1,305177.0
2016-10-23,9084.0,8.5,0.0,0.0,53.0,0,0,247385.0
2016-10-24,26132.0,6.04,0.0,0.0,54.5,0,0,184252.0
2016-10-25,29443.0,6.49,0.0,0.0,47.5,0,1,203753.0
2016-10-26,31712.0,4.03,0.0,0.0,44.5,0,1,222636.0
2016-10-27,28256.0,5.14,1.41,0.0,47.5,0,1,275831.0
2016-10-28,33628.0,8.28,0.0,0.0,46.5,0,1,271069.0
2016-10-29,21688.0,4.25,0.0,0.0,51.5,0,1,317877.0
2016-10-30,8447.0,3.8,0.56,0.0,65.0,0,0,284497.0
2016-10-31,29295.0,4.92,0.0,0.0,49.0,0,0,193295.0
2016-11-01,31856.0,3.13,0.0,0.0,49.0,0,1,206244.0
2016-11-02,31856.0,3.13,0.0,0.0,62.0,0,1,208692.0
2016-11-03,34365.0,5.14,0.0,0.0,64.5,0,1,240937.0
2016-11-04,33318.0,4.7,0.0,0.0,54.0,0,1,254472.0
2016-11-05,22849.0,3.13,0.0,0.0,53.0,0,1,287681.0
2016-11-06,8037.0,7.61,0.0,0.0,52.0,0,0,235017.0
2016-11-07,28313.0,5.37,0.0,0.0,47.0,0,0,198112.0
2016-11-08,18520.0,2.46,0.0,0.0,53.5,0,1,198556.0
2016-11-09,28803.0,3.58,0.06,0.0,54.0,0,1,233398.0
2016-11-10,34965.0,5.82,0.0,0.0,48.0,0,1,234164.0
2016-11-11,22373.0,8.28,0.0,0.0,52.0,1,1,263121.0
2016-11-12,21002.0,5.37,0.0,0.0,43.5,1,0,300020.0
2016-11-13,8568.0,5.37,0.0,0.0,51.0,0,0,254495.0
2016-11-14,31241.0,3.58,0.0,0.0,54.0,0,0,183502.0
2016-11-15,26065.0,5.59,1.81,0.0,51.5,0,1,224309.0
2016-11-16,31259.0,4.03,0.0,0.0,53.0,0,1,209036.0
2016-11-17,34723.0,4.25,0.0,0.0,55.0,0,1,226838.0
2016-11-18,33038.0,2.46,0.0,0.0,54.0,0,1,241669.0
2016-11-19,23091.0,4.92,0.25,0.0,50.0,0,1,290025.0
2016-11-20,8849.0,10.29,0.31,0.0,38.0,0,0,270422.0
2016-11-21,30769.0,13.2,0.0,0.0,38.5,0,0,221070.0
2016-11-22,31318.0,9.62,0.0,0.0,39.0,0,1,231272.0
2016-11-23,29425.0,4.92,0.0,0.0,40.0,0,1,229418.0
2016-11-24,4625.0,4.47,0.03,0.0,43.0,1,1,207168.0
2016-11-25,37607.0,2.01,0.02,0.0,49.5,1,0,185018.0
2016-11-26,19318.0,4.47,0.0,0.0,45.0,0,1,225932.0
2016-11-27,8156.0,4.7,0.0,0.0,44.5,0,0,218843.0
2016-11-28,25425.0,3.36,0.0,0.0,45.0,0,0,193118.0
2016-11-29,16866.0,4.92,2.2,0.0,55.5,0,1,253647.0
2016-11-30,19080.0,6.26,0.73,0.0,54.0,0,1,247185.0
2016-12-01,30506.0,7.61,0.07,0.0,48.0,0,1,243978.0
2016-12-02,28024.0,8.72,0.0,0.0,45.5,0,1,272217.0
2016-12-03,20899.0,8.72,0.0,0.0,44.0,0,1,320961.0
2016-12-04,9885.0,4.92,0.0,0.0,43.0,0,0,276499.0
2016-12-05,24968.0,5.59,0.19,0.0,43.5,0,0,220772.0
2016-12-06,27464.0,5.37,0.35,0.0,41.5,0,1,262836.0
2016-12-07,26392.0,3.8,0.09,0.0,43.0,0,1,249964.0
2016-12-08,25267.0,0.0,0.0,0.0,40.0,0,1,278725.0
2016-12-09,27476.0,0.0,0.0,0.0,34.0,0,1,314872.0
2016-12-10,20834.0,6.04,0.0,0.0,31.5,0,1,357925.0
2016-12-11,8162.0,4.03,0.03,0.4,31.5,0,0,296157.0
2016-12-12,22650.0,6.26,0.5,0.0,40.0,0,0,226947.0
2016-12-13,28026.0,4.03,0.0,0.0,39.0,0,1,234620.0
2016-12-14,23998.0,5.59,0.0,0.0,38.0,0,1,258602.0
2016-12-15,24146.0,10.96,0.0,0.0,26.5,0,1,322077.0
2016-12-16,22405.0,6.04,0.0,0.0,22.0,0,1,334664.0
2016-12-17,8001.0,4.25,0.73,2.8,31.5,0,1,339258.0
2016-12-18,6902.0,7.38,0.04,0.0,44.5,0,0,279809.0
2016-12-19,22706.0,6.71,0.0,0.0,27.0,0,0,232913.0
2016-12-20,25124.0,3.13,0.0,0.0,26.5,0,1,234130.0
2016-12-21,21335.0,2.91,0.0,0.0,35.0,0,1,232976.0
2016-12-22,26562.0,6.26,0.0,0.0,43.0,0,1,233954.0
2016-12-23,23570.0,6.49,0.0,0.0,42.5,0,1,222525.0
2016-12-24,13286.0,4.92,0.47,0.0,42.5,0,1,211252.0
2016-12-25,2909.0,6.26,0.0,0.0,43.0,0,0,162824.0
2016-12-26,3281.0,6.49,0.02,0.0,41.5,1,0,156395.0
2016-12-27,25274.0,7.16,0.0,0.0,50.0,1,0,167904.0
2016-12-28,22247.0,5.14,0.0,0.0,37.0,0,1,189832.0
2016-12-29,20203.0,5.37,0.39,0.0,39.5,0,1,217257.0
2016-12-30,21704.0,9.4,0.01,0.0,36.5,0,1,240048.0
2016-12-31,11779.0,6.93,0.0,0.0,37.5,0,1,287642.0
2017-01-01,4494.0,5.59,0.0,0.0,44.0,0,0,289877.0
2017-01-02,5509.0,9.17,0.21,0.0,39.0,1,0,185555.0
2017-01-03,23998.0,10.74,0.58,0.0,41.0,1,0,199725.0
2017-01-04,30652.0,8.05,0.0,0.0,43.0,0,1,191753.0
2017-01-05,31693.0,7.83,0.0,0.0,30.5,0,1,212228.0
2017-01-06,24480.0,4.7,0.05,1.2,29.0,0,1,253131.0
2017-01-07,10849.0,7.61,0.32,5.1,23.0,0,1,288199.0
2017-01-08,3161.0,8.72,0.0,0.0,20.5,0,0,267596.0
2017-01-09,21360.0,5.14,0.0,0.0,18.5,0,0,232260.0
2017-01-10,26497.0,4.7,0.0,0.0,33.5,0,1,219055.0
2017-01-11,31038.0,5.82,0.52,0.0,47.0,0,1,226370.0
2017-01-12,34035.0,7.61,0.05,0.0,56.5,0,1,233989.0
2017-01-13,28966.0,7.16,0.0,0.0,47.0,0,1,269449.0
2017-01-14,20428.0,4.25,0.12,0.6,31.0,0,1,323573.0
2017-01-15,8425.0,4.25,0.0,0.0,34.0,0,0,279735.0
2017-01-16,25871.0,4.7,0.0,0.0,36.5,1,0,213500.0
2017-01-17,30540.0,4.92,0.35,0.0,40.0,1,0,251163.0
2017-01-18,28789.0,5.82,0.06,0.0,39.5,0,1,226674.0
2017-01-19,32966.0,3.58,0.0,0.0,44.0,0,1,242937.0
